Loaded Arguments:
config_file             : config.ini
experiment              : pcam_bnn_1
task                    : bnn
seed                    : 1111
verbose                 : True
log_dir                 : Logs
log_interval            : 10
tensorboard_dir         : Tensorboard
dataset                 : pcam
dataset_dir             : ../../Datasets/pcam
val_split               : 0.2
test_split              : 0.2
image_x                 : 96
image_y                 : 96
square_image            : True
augmentation            : True
data_workers            : 4
use_gpu                 : True
precision               : 16
efficient_net           : 7
model_dir               : Models
epochs                  : 20
batch_size              : 64
minimum_lr              : 1e-05
maximum_lr              : 0.1
label_smoothing         : 0.0
focal_loss              : False
focal_alpha             : 0.25
focal_gamma             : 2.0
training_samples        : 10
batches_per_epoch       : 0


Set Random Seed to 1111
Device set to cuda:0

Loader Datasets

Model Initialised
Time: 103226s	Train Epoch: 16 [160000/235930] (68%)	Loss: 110.373155	Cross Entropy: 0.0500	ELBO: 110.3231	Accuracy: 0.983331
Time: 103242s	Train Epoch: 16 [160640/235930] (68%)	Loss: 109.933651	Cross Entropy: 0.0501	ELBO: 109.8836	Accuracy: 0.983292
Time: 103258s	Train Epoch: 16 [161280/235930] (68%)	Loss: 109.497677	Cross Entropy: 0.0501	ELBO: 109.4476	Accuracy: 0.983265
Time: 103274s	Train Epoch: 16 [161920/235930] (69%)	Loss: 109.065063	Cross Entropy: 0.0501	ELBO: 109.0150	Accuracy: 0.983251
Time: 103289s	Train Epoch: 16 [162560/235930] (69%)	Loss: 108.635863	Cross Entropy: 0.0501	ELBO: 108.5858	Accuracy: 0.983255
Time: 103305s	Train Epoch: 16 [163200/235930] (69%)	Loss: 108.210045	Cross Entropy: 0.0501	ELBO: 108.1599	Accuracy: 0.983241
Time: 103321s	Train Epoch: 16 [163840/235930] (69%)	Loss: 107.787598	Cross Entropy: 0.0502	ELBO: 107.7374	Accuracy: 0.983228
Time: 103337s	Train Epoch: 16 [164480/235930] (70%)	Loss: 107.368404	Cross Entropy: 0.0502	ELBO: 107.3182	Accuracy: 0.983214
Time: 103353s	Train Epoch: 16 [165120/235930] (70%)	Loss: 106.952335	Cross Entropy: 0.0501	ELBO: 106.9023	Accuracy: 0.983255
Time: 103369s	Train Epoch: 16 [165760/235930] (70%)	Loss: 106.539709	Cross Entropy: 0.0502	ELBO: 106.4895	Accuracy: 0.983235
Time: 103385s	Train Epoch: 16 [166400/235930] (71%)	Loss: 106.130084	Cross Entropy: 0.0501	ELBO: 106.0799	Accuracy: 0.983257
Time: 103401s	Train Epoch: 16 [167040/235930] (71%)	Loss: 105.723645	Cross Entropy: 0.0501	ELBO: 105.6735	Accuracy: 0.983273
Time: 103417s	Train Epoch: 16 [167680/235930] (71%)	Loss: 105.320298	Cross Entropy: 0.0501	ELBO: 105.2702	Accuracy: 0.983254
Time: 103433s	Train Epoch: 16 [168320/235930] (71%)	Loss: 104.920034	Cross Entropy: 0.0501	ELBO: 104.8699	Accuracy: 0.983252
Time: 103449s	Train Epoch: 16 [168960/235930] (72%)	Loss: 104.522794	Cross Entropy: 0.0501	ELBO: 104.4727	Accuracy: 0.983233
Time: 103465s	Train Epoch: 16 [169600/235930] (72%)	Loss: 104.128503	Cross Entropy: 0.0501	ELBO: 104.0784	Accuracy: 0.983255
Time: 103481s	Train Epoch: 16 [170240/235930] (72%)	Loss: 103.737297	Cross Entropy: 0.0501	ELBO: 103.6872	Accuracy: 0.983235
Time: 103497s	Train Epoch: 16 [170880/235930] (72%)	Loss: 103.348976	Cross Entropy: 0.0502	ELBO: 103.2988	Accuracy: 0.983240
Time: 103512s	Train Epoch: 16 [171520/235930] (73%)	Loss: 102.963523	Cross Entropy: 0.0502	ELBO: 102.9134	Accuracy: 0.983238
Time: 103528s	Train Epoch: 16 [172160/235930] (73%)	Loss: 102.580934	Cross Entropy: 0.0501	ELBO: 102.5308	Accuracy: 0.983237
Time: 103544s	Train Epoch: 16 [172800/235930] (73%)	Loss: 102.201142	Cross Entropy: 0.0501	ELBO: 102.1510	Accuracy: 0.983241
Time: 103560s	Train Epoch: 16 [173440/235930] (74%)	Loss: 101.824220	Cross Entropy: 0.0501	ELBO: 101.7741	Accuracy: 0.983233
Time: 103576s	Train Epoch: 16 [174080/235930] (74%)	Loss: 101.450003	Cross Entropy: 0.0501	ELBO: 101.3999	Accuracy: 0.983261
Time: 103592s	Train Epoch: 16 [174720/235930] (74%)	Loss: 101.078520	Cross Entropy: 0.0500	ELBO: 101.0285	Accuracy: 0.983293
Time: 103608s	Train Epoch: 16 [175360/235930] (74%)	Loss: 100.709782	Cross Entropy: 0.0500	ELBO: 100.6598	Accuracy: 0.983303
Time: 103624s	Train Epoch: 16 [176000/235930] (75%)	Loss: 100.343788	Cross Entropy: 0.0500	ELBO: 100.2938	Accuracy: 0.983312
Time: 103640s	Train Epoch: 16 [176640/235930] (75%)	Loss: 99.980404	Cross Entropy: 0.0500	ELBO: 99.9304	Accuracy: 0.983305
Time: 103656s	Train Epoch: 16 [177280/235930] (75%)	Loss: 99.619683	Cross Entropy: 0.0501	ELBO: 99.5696	Accuracy: 0.983286
Time: 103672s	Train Epoch: 16 [177920/235930] (75%)	Loss: 99.261515	Cross Entropy: 0.0501	ELBO: 99.2115	Accuracy: 0.983279
Time: 103688s	Train Epoch: 16 [178560/235930] (76%)	Loss: 98.905923	Cross Entropy: 0.0501	ELBO: 98.8559	Accuracy: 0.983277
Time: 103704s	Train Epoch: 16 [179200/235930] (76%)	Loss: 98.552811	Cross Entropy: 0.0500	ELBO: 98.5028	Accuracy: 0.983298
Time: 103720s	Train Epoch: 16 [179840/235930] (76%)	Loss: 98.202313	Cross Entropy: 0.0501	ELBO: 98.1523	Accuracy: 0.983285
Time: 103736s	Train Epoch: 16 [180480/235930] (76%)	Loss: 97.854237	Cross Entropy: 0.0500	ELBO: 97.8042	Accuracy: 0.983300
Time: 103752s	Train Epoch: 16 [181120/235930] (77%)	Loss: 97.508605	Cross Entropy: 0.0500	ELBO: 97.4586	Accuracy: 0.983315
Time: 103768s	Train Epoch: 16 [181760/235930] (77%)	Loss: 97.165429	Cross Entropy: 0.0500	ELBO: 97.1154	Accuracy: 0.983330
Time: 103784s	Train Epoch: 16 [182400/235930] (77%)	Loss: 96.824642	Cross Entropy: 0.0500	ELBO: 96.7747	Accuracy: 0.983333
Time: 103800s	Train Epoch: 16 [183040/235930] (78%)	Loss: 96.486222	Cross Entropy: 0.0499	ELBO: 96.4363	Accuracy: 0.983353
Time: 103816s	Train Epoch: 16 [183680/235930] (78%)	Loss: 96.150230	Cross Entropy: 0.0499	ELBO: 96.1003	Accuracy: 0.983351
Time: 103832s	Train Epoch: 16 [184320/235930] (78%)	Loss: 95.816568	Cross Entropy: 0.0500	ELBO: 95.7666	Accuracy: 0.983339
Time: 103848s	Train Epoch: 16 [184960/235930] (78%)	Loss: 95.485224	Cross Entropy: 0.0500	ELBO: 95.4352	Accuracy: 0.983315
Time: 103863s	Train Epoch: 16 [185600/235930] (79%)	Loss: 95.156064	Cross Entropy: 0.0499	ELBO: 95.1061	Accuracy: 0.983324
Time: 103879s	Train Epoch: 16 [186240/235930] (79%)	Loss: 94.829242	Cross Entropy: 0.0499	ELBO: 94.7793	Accuracy: 0.983328
Time: 103895s	Train Epoch: 16 [186880/235930] (79%)	Loss: 94.504654	Cross Entropy: 0.0499	ELBO: 94.4547	Accuracy: 0.983337
Time: 103911s	Train Epoch: 16 [187520/235930] (79%)	Loss: 94.182247	Cross Entropy: 0.0499	ELBO: 94.1324	Accuracy: 0.983346
Time: 103927s	Train Epoch: 16 [188160/235930] (80%)	Loss: 93.862095	Cross Entropy: 0.0499	ELBO: 93.8122	Accuracy: 0.983339
Time: 103943s	Train Epoch: 16 [188800/235930] (80%)	Loss: 93.544033	Cross Entropy: 0.0499	ELBO: 93.4942	Accuracy: 0.983347
Time: 103959s	Train Epoch: 16 [189440/235930] (80%)	Loss: 93.228085	Cross Entropy: 0.0498	ELBO: 93.1783	Accuracy: 0.983372
Time: 103975s	Train Epoch: 16 [190080/235930] (81%)	Loss: 92.914288	Cross Entropy: 0.0497	ELBO: 92.8646	Accuracy: 0.983402
Time: 103991s	Train Epoch: 16 [190720/235930] (81%)	Loss: 92.602652	Cross Entropy: 0.0497	ELBO: 92.5530	Accuracy: 0.983400
Time: 104007s	Train Epoch: 16 [191360/235930] (81%)	Loss: 92.293103	Cross Entropy: 0.0497	ELBO: 92.2434	Accuracy: 0.983408
Time: 104023s	Train Epoch: 16 [192000/235930] (81%)	Loss: 91.985615	Cross Entropy: 0.0497	ELBO: 91.9359	Accuracy: 0.983427
Time: 104039s	Train Epoch: 16 [192640/235930] (82%)	Loss: 91.680223	Cross Entropy: 0.0497	ELBO: 91.6305	Accuracy: 0.983415
Time: 104055s	Train Epoch: 16 [193280/235930] (82%)	Loss: 91.376778	Cross Entropy: 0.0497	ELBO: 91.3271	Accuracy: 0.983428
Time: 104071s	Train Epoch: 16 [193920/235930] (82%)	Loss: 91.075382	Cross Entropy: 0.0497	ELBO: 91.0257	Accuracy: 0.983431
Time: 104087s	Train Epoch: 16 [194560/235930] (82%)	Loss: 90.775926	Cross Entropy: 0.0497	ELBO: 90.7263	Accuracy: 0.983429
Time: 104103s	Train Epoch: 16 [195200/235930] (83%)	Loss: 90.478412	Cross Entropy: 0.0496	ELBO: 90.4288	Accuracy: 0.983453
Time: 104119s	Train Epoch: 16 [195840/235930] (83%)	Loss: 90.182881	Cross Entropy: 0.0496	ELBO: 90.1333	Accuracy: 0.983451
Time: 104135s	Train Epoch: 16 [196480/235930] (83%)	Loss: 89.889269	Cross Entropy: 0.0496	ELBO: 89.8397	Accuracy: 0.983459
Time: 104151s	Train Epoch: 16 [197120/235930] (84%)	Loss: 89.597578	Cross Entropy: 0.0496	ELBO: 89.5480	Accuracy: 0.983467
Time: 104167s	Train Epoch: 16 [197760/235930] (84%)	Loss: 89.307812	Cross Entropy: 0.0496	ELBO: 89.2582	Accuracy: 0.983450
Time: 104183s	Train Epoch: 16 [198400/235930] (84%)	Loss: 89.019851	Cross Entropy: 0.0496	ELBO: 88.9703	Accuracy: 0.983478
Time: 104199s	Train Epoch: 16 [199040/235930] (84%)	Loss: 88.733770	Cross Entropy: 0.0496	ELBO: 88.6842	Accuracy: 0.983486
Time: 104215s	Train Epoch: 16 [199680/235930] (85%)	Loss: 88.449564	Cross Entropy: 0.0496	ELBO: 88.3999	Accuracy: 0.983474
Time: 104231s	Train Epoch: 16 [200320/235930] (85%)	Loss: 88.167107	Cross Entropy: 0.0496	ELBO: 88.1175	Accuracy: 0.983486
Time: 104247s	Train Epoch: 16 [200960/235930] (85%)	Loss: 87.886483	Cross Entropy: 0.0496	ELBO: 87.8369	Accuracy: 0.983474
Time: 104263s	Train Epoch: 16 [201600/235930] (85%)	Loss: 87.607703	Cross Entropy: 0.0497	ELBO: 87.5580	Accuracy: 0.983457
Time: 104279s	Train Epoch: 16 [202240/235930] (86%)	Loss: 87.330686	Cross Entropy: 0.0497	ELBO: 87.2810	Accuracy: 0.983455
Time: 104295s	Train Epoch: 16 [202880/235930] (86%)	Loss: 87.055289	Cross Entropy: 0.0497	ELBO: 87.0056	Accuracy: 0.983478
Time: 104310s	Train Epoch: 16 [203520/235930] (86%)	Loss: 86.781721	Cross Entropy: 0.0497	ELBO: 86.7320	Accuracy: 0.983451
Time: 104326s	Train Epoch: 16 [204160/235930] (87%)	Loss: 86.509872	Cross Entropy: 0.0497	ELBO: 86.4601	Accuracy: 0.983459
Time: 104342s	Train Epoch: 16 [204800/235930] (87%)	Loss: 86.239703	Cross Entropy: 0.0498	ELBO: 86.1899	Accuracy: 0.983447
Time: 104358s	Train Epoch: 16 [205440/235930] (87%)	Loss: 85.971241	Cross Entropy: 0.0498	ELBO: 85.9214	Accuracy: 0.983445
Time: 104374s	Train Epoch: 16 [206080/235930] (87%)	Loss: 85.704481	Cross Entropy: 0.0499	ELBO: 85.6546	Accuracy: 0.983424
Time: 104390s	Train Epoch: 16 [206720/235930] (88%)	Loss: 85.439288	Cross Entropy: 0.0499	ELBO: 85.3894	Accuracy: 0.983437
Time: 104406s	Train Epoch: 16 [207360/235930] (88%)	Loss: 85.175750	Cross Entropy: 0.0499	ELBO: 85.1259	Accuracy: 0.983444
Time: 104422s	Train Epoch: 16 [208000/235930] (88%)	Loss: 84.913805	Cross Entropy: 0.0499	ELBO: 84.8639	Accuracy: 0.983452
Time: 104438s	Train Epoch: 16 [208640/235930] (88%)	Loss: 84.653473	Cross Entropy: 0.0498	ELBO: 84.6036	Accuracy: 0.983455
Time: 104454s	Train Epoch: 16 [209280/235930] (89%)	Loss: 84.394702	Cross Entropy: 0.0498	ELBO: 84.3449	Accuracy: 0.983472
Time: 104470s	Train Epoch: 16 [209920/235930] (89%)	Loss: 84.137516	Cross Entropy: 0.0498	ELBO: 84.0878	Accuracy: 0.983470
Time: 104486s	Train Epoch: 16 [210560/235930] (89%)	Loss: 83.881946	Cross Entropy: 0.0498	ELBO: 83.8322	Accuracy: 0.983463
Time: 104502s	Train Epoch: 16 [211200/235930] (90%)	Loss: 83.627886	Cross Entropy: 0.0498	ELBO: 83.5781	Accuracy: 0.983475
Time: 104518s	Train Epoch: 16 [211840/235930] (90%)	Loss: 83.375426	Cross Entropy: 0.0498	ELBO: 83.3256	Accuracy: 0.983459
Time: 104534s	Train Epoch: 16 [212480/235930] (90%)	Loss: 83.124422	Cross Entropy: 0.0498	ELBO: 83.0746	Accuracy: 0.983462
Time: 104550s	Train Epoch: 16 [213120/235930] (90%)	Loss: 82.875008	Cross Entropy: 0.0498	ELBO: 82.8252	Accuracy: 0.983441
Time: 104566s	Train Epoch: 16 [213760/235930] (91%)	Loss: 82.627005	Cross Entropy: 0.0498	ELBO: 82.5772	Accuracy: 0.983444
Time: 104582s	Train Epoch: 16 [214400/235930] (91%)	Loss: 82.380543	Cross Entropy: 0.0498	ELBO: 82.3307	Accuracy: 0.983428
Time: 104597s	Train Epoch: 16 [215040/235930] (91%)	Loss: 82.135539	Cross Entropy: 0.0499	ELBO: 82.0857	Accuracy: 0.983422
Time: 104613s	Train Epoch: 16 [215680/235930] (91%)	Loss: 81.891902	Cross Entropy: 0.0498	ELBO: 81.8421	Accuracy: 0.983438
Time: 104629s	Train Epoch: 16 [216320/235930] (92%)	Loss: 81.649799	Cross Entropy: 0.0498	ELBO: 81.6000	Accuracy: 0.983423
Time: 104645s	Train Epoch: 16 [216960/235930] (92%)	Loss: 81.409079	Cross Entropy: 0.0498	ELBO: 81.3592	Accuracy: 0.983430
Time: 104661s	Train Epoch: 16 [217600/235930] (92%)	Loss: 81.169793	Cross Entropy: 0.0498	ELBO: 81.1200	Accuracy: 0.983437
Time: 104677s	Train Epoch: 16 [218240/235930] (93%)	Loss: 80.931950	Cross Entropy: 0.0499	ELBO: 80.8821	Accuracy: 0.983413
Time: 104693s	Train Epoch: 16 [218880/235930] (93%)	Loss: 80.695407	Cross Entropy: 0.0498	ELBO: 80.6456	Accuracy: 0.983411
Time: 104709s	Train Epoch: 16 [219520/235930] (93%)	Loss: 80.460245	Cross Entropy: 0.0498	ELBO: 80.4104	Accuracy: 0.983427
Time: 104725s	Train Epoch: 16 [220160/235930] (93%)	Loss: 80.226486	Cross Entropy: 0.0498	ELBO: 80.1767	Accuracy: 0.983426
Time: 104741s	Train Epoch: 16 [220800/235930] (94%)	Loss: 79.994063	Cross Entropy: 0.0498	ELBO: 79.9443	Accuracy: 0.983419
Time: 104757s	Train Epoch: 16 [221440/235930] (94%)	Loss: 79.763057	Cross Entropy: 0.0498	ELBO: 79.7132	Accuracy: 0.983400
Time: 104773s	Train Epoch: 16 [222080/235930] (94%)	Loss: 79.533310	Cross Entropy: 0.0498	ELBO: 79.4835	Accuracy: 0.983402
Time: 104789s	Train Epoch: 16 [222720/235930] (94%)	Loss: 79.304885	Cross Entropy: 0.0498	ELBO: 79.2551	Accuracy: 0.983401
Time: 104805s	Train Epoch: 16 [223360/235930] (95%)	Loss: 79.077782	Cross Entropy: 0.0497	ELBO: 79.0280	Accuracy: 0.983408
Time: 104821s	Train Epoch: 16 [224000/235930] (95%)	Loss: 78.851952	Cross Entropy: 0.0497	ELBO: 78.8022	Accuracy: 0.983415
Time: 104837s	Train Epoch: 16 [224640/235930] (95%)	Loss: 78.627424	Cross Entropy: 0.0497	ELBO: 78.5777	Accuracy: 0.983409
Time: 104853s	Train Epoch: 16 [225280/235930] (95%)	Loss: 78.404186	Cross Entropy: 0.0497	ELBO: 78.3545	Accuracy: 0.983421
Time: 104869s	Train Epoch: 16 [225920/235930] (96%)	Loss: 78.182211	Cross Entropy: 0.0497	ELBO: 78.1325	Accuracy: 0.983419
Time: 104884s	Train Epoch: 16 [226560/235930] (96%)	Loss: 77.961498	Cross Entropy: 0.0497	ELBO: 77.9118	Accuracy: 0.983408
Time: 104900s	Train Epoch: 16 [227200/235930] (96%)	Loss: 77.741992	Cross Entropy: 0.0496	ELBO: 77.6923	Accuracy: 0.983411
Time: 104916s	Train Epoch: 16 [227840/235930] (97%)	Loss: 77.523773	Cross Entropy: 0.0497	ELBO: 77.4741	Accuracy: 0.983409
Time: 104932s	Train Epoch: 16 [228480/235930] (97%)	Loss: 77.306707	Cross Entropy: 0.0496	ELBO: 77.2571	Accuracy: 0.983421
Time: 104948s	Train Epoch: 16 [229120/235930] (97%)	Loss: 77.090886	Cross Entropy: 0.0496	ELBO: 77.0413	Accuracy: 0.983419
Time: 104964s	Train Epoch: 16 [229760/235930] (97%)	Loss: 76.876266	Cross Entropy: 0.0496	ELBO: 76.8267	Accuracy: 0.983426
Time: 104980s	Train Epoch: 16 [230400/235930] (98%)	Loss: 76.662871	Cross Entropy: 0.0496	ELBO: 76.6133	Accuracy: 0.983398
Time: 104996s	Train Epoch: 16 [231040/235930] (98%)	Loss: 76.450612	Cross Entropy: 0.0495	ELBO: 76.4011	Accuracy: 0.983401
Time: 105012s	Train Epoch: 16 [231680/235930] (98%)	Loss: 76.239540	Cross Entropy: 0.0495	ELBO: 76.1900	Accuracy: 0.983404
Time: 105028s	Train Epoch: 16 [232320/235930] (98%)	Loss: 76.029684	Cross Entropy: 0.0496	ELBO: 75.9801	Accuracy: 0.983394
Time: 105044s	Train Epoch: 16 [232960/235930] (99%)	Loss: 75.820963	Cross Entropy: 0.0496	ELBO: 75.7714	Accuracy: 0.983383
Time: 105060s	Train Epoch: 16 [233600/235930] (99%)	Loss: 75.613355	Cross Entropy: 0.0496	ELBO: 75.5638	Accuracy: 0.983395
Time: 105076s	Train Epoch: 16 [234240/235930] (99%)	Loss: 75.406851	Cross Entropy: 0.0495	ELBO: 75.3573	Accuracy: 0.983406
Time: 105092s	Train Epoch: 16 [234880/235930] (100%)	Loss: 75.201467	Cross Entropy: 0.0495	ELBO: 75.1520	Accuracy: 0.983417
Time: 105108s	Train Epoch: 16 [235520/235930] (100%)	Loss: 74.997236	Cross Entropy: 0.0495	ELBO: 74.9478	Accuracy: 0.983415

Epoch: 16	Training Loss: 74.854938	Training Cross Entropy: 0.049450	Training ELBO: 74.805487	Training Accuracy: 0.983434
Validation Loss: 299.204579	Validation Cross Entropy: 0.066939	Validation ELBO: 299.137633	Validation Accuracy: 0.978033

Time: 105909s	Train Epoch: 17 [000640/235930] (0%)	Loss: 27552.930197	Cross Entropy: 0.0414	ELBO: 27552.8888	Accuracy: 0.984375
Time: 105924s	Train Epoch: 17 [001280/235930] (1%)	Loss: 13789.941016	Cross Entropy: 0.0429	ELBO: 13789.8981	Accuracy: 0.982031
Time: 105940s	Train Epoch: 17 [001920/235930] (1%)	Loss: 9193.315542	Cross Entropy: 0.0414	ELBO: 9193.2742	Accuracy: 0.984896
Time: 105955s	Train Epoch: 17 [002560/235930] (1%)	Loss: 6895.001765	Cross Entropy: 0.0461	ELBO: 6894.9556	Accuracy: 0.983984
Time: 105971s	Train Epoch: 17 [003200/235930] (1%)	Loss: 5516.013114	Cross Entropy: 0.0486	ELBO: 5515.9645	Accuracy: 0.984063
Time: 105986s	Train Epoch: 17 [003840/235930] (2%)	Loss: 4596.687326	Cross Entropy: 0.0502	ELBO: 4596.6371	Accuracy: 0.983854
Time: 106002s	Train Epoch: 17 [004480/235930] (2%)	Loss: 3940.025336	Cross Entropy: 0.0507	ELBO: 3939.9746	Accuracy: 0.983259
Time: 106018s	Train Epoch: 17 [005120/235930] (2%)	Loss: 3447.529859	Cross Entropy: 0.0520	ELBO: 3447.4778	Accuracy: 0.982422
Time: 106034s	Train Epoch: 17 [005760/235930] (2%)	Loss: 3064.477731	Cross Entropy: 0.0530	ELBO: 3064.4247	Accuracy: 0.982118
Time: 106050s	Train Epoch: 17 [006400/235930] (3%)	Loss: 2758.037873	Cross Entropy: 0.0556	ELBO: 2757.9823	Accuracy: 0.981406
Time: 106066s	Train Epoch: 17 [007040/235930] (3%)	Loss: 2507.313481	Cross Entropy: 0.0569	ELBO: 2507.2566	Accuracy: 0.980966
Time: 106081s	Train Epoch: 17 [007680/235930] (3%)	Loss: 2298.375430	Cross Entropy: 0.0569	ELBO: 2298.3185	Accuracy: 0.980729
Time: 106097s	Train Epoch: 17 [008320/235930] (4%)	Loss: 2121.580425	Cross Entropy: 0.0556	ELBO: 2121.5248	Accuracy: 0.980769
Time: 106113s	Train Epoch: 17 [008960/235930] (4%)	Loss: 1970.042782	Cross Entropy: 0.0555	ELBO: 1969.9873	Accuracy: 0.980915
Time: 106129s	Train Epoch: 17 [009600/235930] (4%)	Loss: 1838.709745	Cross Entropy: 0.0549	ELBO: 1838.6548	Accuracy: 0.980938
Time: 106145s	Train Epoch: 17 [010240/235930] (4%)	Loss: 1723.793137	Cross Entropy: 0.0542	ELBO: 1723.7389	Accuracy: 0.981055
Time: 106161s	Train Epoch: 17 [010880/235930] (5%)	Loss: 1622.396186	Cross Entropy: 0.0537	ELBO: 1622.3425	Accuracy: 0.981526
Time: 106176s	Train Epoch: 17 [011520/235930] (5%)	Loss: 1532.265240	Cross Entropy: 0.0529	ELBO: 1532.2124	Accuracy: 0.982118
Time: 106192s	Train Epoch: 17 [012160/235930] (5%)	Loss: 1451.623402	Cross Entropy: 0.0538	ELBO: 1451.5696	Accuracy: 0.982072
Time: 106208s	Train Epoch: 17 [012800/235930] (5%)	Loss: 1379.044845	Cross Entropy: 0.0537	ELBO: 1378.9911	Accuracy: 0.982109
Time: 106224s	Train Epoch: 17 [013440/235930] (6%)	Loss: 1313.377645	Cross Entropy: 0.0528	ELBO: 1313.3249	Accuracy: 0.982217
Time: 106240s	Train Epoch: 17 [014080/235930] (6%)	Loss: 1253.682540	Cross Entropy: 0.0542	ELBO: 1253.6283	Accuracy: 0.981676
Time: 106256s	Train Epoch: 17 [014720/235930] (6%)	Loss: 1199.176714	Cross Entropy: 0.0540	ELBO: 1199.1227	Accuracy: 0.981793
Time: 106272s	Train Epoch: 17 [015360/235930] (7%)	Loss: 1149.213292	Cross Entropy: 0.0540	ELBO: 1149.1593	Accuracy: 0.981836
Time: 106287s	Train Epoch: 17 [016000/235930] (7%)	Loss: 1103.247271	Cross Entropy: 0.0544	ELBO: 1103.1929	Accuracy: 0.981812
Time: 106303s	Train Epoch: 17 [016640/235930] (7%)	Loss: 1060.816236	Cross Entropy: 0.0538	ELBO: 1060.7624	Accuracy: 0.981851
Time: 106319s	Train Epoch: 17 [017280/235930] (7%)	Loss: 1021.527972	Cross Entropy: 0.0531	ELBO: 1021.4749	Accuracy: 0.982118
Time: 106335s	Train Epoch: 17 [017920/235930] (8%)	Loss: 985.046498	Cross Entropy: 0.0528	ELBO: 984.9937	Accuracy: 0.982031
Time: 106351s	Train Epoch: 17 [018560/235930] (8%)	Loss: 951.080706	Cross Entropy: 0.0523	ELBO: 951.0284	Accuracy: 0.982220
Time: 106367s	Train Epoch: 17 [019200/235930] (8%)	Loss: 919.379626	Cross Entropy: 0.0522	ELBO: 919.3274	Accuracy: 0.982188
Time: 106383s	Train Epoch: 17 [019840/235930] (8%)	Loss: 889.723772	Cross Entropy: 0.0521	ELBO: 889.6717	Accuracy: 0.982308
Time: 106398s	Train Epoch: 17 [020480/235930] (9%)	Loss: 861.921317	Cross Entropy: 0.0519	ELBO: 861.8695	Accuracy: 0.982275
Time: 106414s	Train Epoch: 17 [021120/235930] (9%)	Loss: 835.803551	Cross Entropy: 0.0514	ELBO: 835.7522	Accuracy: 0.982623
Time: 106430s	Train Epoch: 17 [021760/235930] (9%)	Loss: 811.222307	Cross Entropy: 0.0511	ELBO: 811.1713	Accuracy: 0.982675
Time: 106446s	Train Epoch: 17 [022400/235930] (9%)	Loss: 788.046077	Cross Entropy: 0.0511	ELBO: 787.9949	Accuracy: 0.982455
Time: 106462s	Train Epoch: 17 [023040/235930] (10%)	Loss: 766.157417	Cross Entropy: 0.0512	ELBO: 766.1062	Accuracy: 0.982465
Time: 106478s	Train Epoch: 17 [023680/235930] (10%)	Loss: 745.451338	Cross Entropy: 0.0507	ELBO: 745.4006	Accuracy: 0.982728
Time: 106494s	Train Epoch: 17 [024320/235930] (10%)	Loss: 725.835617	Cross Entropy: 0.0508	ELBO: 725.7848	Accuracy: 0.982648
Time: 106509s	Train Epoch: 17 [024960/235930] (11%)	Loss: 707.225503	Cross Entropy: 0.0506	ELBO: 707.1749	Accuracy: 0.982652
Time: 106525s	Train Epoch: 17 [025600/235930] (11%)	Loss: 689.546196	Cross Entropy: 0.0506	ELBO: 689.4956	Accuracy: 0.982500
Time: 106541s	Train Epoch: 17 [026240/235930] (11%)	Loss: 672.728878	Cross Entropy: 0.0503	ELBO: 672.6786	Accuracy: 0.982622
Time: 106557s	Train Epoch: 17 [026880/235930] (11%)	Loss: 656.712557	Cross Entropy: 0.0501	ELBO: 656.6624	Accuracy: 0.982589
Time: 106573s	Train Epoch: 17 [027520/235930] (12%)	Loss: 641.441065	Cross Entropy: 0.0498	ELBO: 641.3912	Accuracy: 0.982703
Time: 106589s	Train Epoch: 17 [028160/235930] (12%)	Loss: 626.863330	Cross Entropy: 0.0492	ELBO: 626.8141	Accuracy: 0.982884
Time: 106605s	Train Epoch: 17 [028800/235930] (12%)	Loss: 612.933672	Cross Entropy: 0.0487	ELBO: 612.8849	Accuracy: 0.983090
Time: 106620s	Train Epoch: 17 [029440/235930] (12%)	Loss: 599.610285	Cross Entropy: 0.0489	ELBO: 599.5614	Accuracy: 0.983050
Time: 106636s	Train Epoch: 17 [030080/235930] (13%)	Loss: 586.853456	Cross Entropy: 0.0487	ELBO: 586.8047	Accuracy: 0.983211
Time: 106652s	Train Epoch: 17 [030720/235930] (13%)	Loss: 574.628329	Cross Entropy: 0.0487	ELBO: 574.5796	Accuracy: 0.983203
Time: 106668s	Train Epoch: 17 [031360/235930] (13%)	Loss: 562.902046	Cross Entropy: 0.0485	ELBO: 562.8535	Accuracy: 0.983291
Time: 106684s	Train Epoch: 17 [032000/235930] (14%)	Loss: 551.644893	Cross Entropy: 0.0484	ELBO: 551.5965	Accuracy: 0.983313
Time: 106700s	Train Epoch: 17 [032640/235930] (14%)	Loss: 540.829260	Cross Entropy: 0.0484	ELBO: 540.7808	Accuracy: 0.983425
Time: 106715s	Train Epoch: 17 [033280/235930] (14%)	Loss: 530.429704	Cross Entropy: 0.0485	ELBO: 530.3812	Accuracy: 0.983504
Time: 106731s	Train Epoch: 17 [033920/235930] (14%)	Loss: 520.422215	Cross Entropy: 0.0482	ELBO: 520.3740	Accuracy: 0.983579
Time: 106747s	Train Epoch: 17 [034560/235930] (15%)	Loss: 510.785703	Cross Entropy: 0.0482	ELBO: 510.7375	Accuracy: 0.983536
Time: 106763s	Train Epoch: 17 [035200/235930] (15%)	Loss: 501.499266	Cross Entropy: 0.0479	ELBO: 501.4513	Accuracy: 0.983693
